,placekey,safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_work_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type,parent_placekey,parent_safegraph_place_id,top_category,sub_category,category_tags,naics_code,latitude,longitude,iso_country_code,phone_number,open_hours,opened_on,closed_on,tracking_opened_since,tracking_closed_since
169339,zzy-222@5xd-7jh-f75,sg:af471021a929414cbf69854e6f8f1b0c,White Pass Ski Area,48935 U.s. 12,Naches,WA,98937,,,2020-10-01T00:00:00-07:00,2020-11-01T00:00:00-07:00,93,36,"[3,3,6,1,3,1,6,3,1,1,1,1,6,3,1,0,3,1,3,7,6,7,3,2,3,6,4,4,3,1,0]",530419720003,"{""530730011001"":4,""530770028012"":4,""530350928023"":4,""530050107012"":4,""530419720004"":4}","{""410470015021"":6,""530379754021"":4,""530050107012"":4,""530419720004"":4,""530770032002"":4,""530770028022"":4,""530770028012"":4}",{},"{""US"":32}",73271,72.0,"{""<5"":1,""5-20"":30,""21-60"":12,""61-240"":25,"">240"":25}",{},"{""Chevron"":27,""76"":24,""Shell Oil"":20,""Starbucks"":20,""Costco Wholesale Corp."":18,""Safeway Fuel Station"":16,""McDonald's"":16,""Walmart"":16,""Safeway"":16,""ConocoPhillips"":16,""Dollar Tree"":14,""Fred Meyer"":14,""WinCo Foods"":13,""ARCO"":13,""Pilot Flying J"":13,""Fred Meyer Jewelers"":11,""IGA"":11,""Subway"":11,""Ace Hardware"":10,""Costco Gasoline"":10}","[10,9,10,9,8,9,8,22,24,25,26,27,30,28,23,21,15,7,8,7,7,7,9,9]","{""Monday"":13,""Tuesday"":18,""Wednesday"":19,""Thursday"":17,""Friday"":8,""Saturday"":12,""Sunday"":6}","{""android"":17,""ios"":19}",,,,,,,,,,,,,,,
233622,zzw-222@5xd-7jh-ffz,sg:af471021a929414cbf69854e6f8f1b0c,White Pass Ski Area,48935 U.s. 12,Naches,WA,98937,,,2020-11-01T00:00:00-07:00,2020-12-01T00:00:00-08:00,573,281,"[2,4,0,1,1,1,4,3,6,6,9,4,2,15,8,1,2,2,4,3,11,16,2,1,6,7,149,154,116,33]",530770030012,"{""530530724102"":7,""530530715031"":6,""530670117103"":5,""530530610013"":5,""530770028023"":5,""530530731131"":5,""530670115003"":4,""530670126202"":4,""410279504002"":4,""530770016012"":4,""530770016025"":4,""530050107033"":4,""530670125303"":4,""530770009014"":4,""530050108033"":4,""530770030021"":4,""530530725041"":4,""530210206013"":4,""530770029001"":4,""530419714002"":4,""530770008001"":4,""530050101002"":4,""530770028022"":4,""530150008006"":4,""530379754025"":4,""530350928023"":4,""530530711002"":4,""530670119004"":4,""530770034001"":4,""530210206011"":4,""530050102021"":4,""530670124122"":4,""530419719001"":4,""530670113002"":4,""530530731202"":4,""530670107001"":4,""530530703093"":4,""530770004001"":4,""530419702002"":4,""530050108111"":4,""530670108005"":4,""530050109014"":4,""530419703004"":4,""530770028013"":4,""530530604003"":4,""530530719022"":4,""530770003002"":4,""530530623002"":4,""530530731201"":4,""530419718004"":4,""530770028011"":4,""530459605003"":4,""530670116231"":4,""530330082002"":4}","{""530050108131"":6,""530670108005"":6,""530530717042"":5,""530670125303"":5,""530530725071"":4,""530770028023"":4,""530530724102"":4,""530770004004"":4,""530459610003"":4,""530770017021"":4,""530530724073"":4,""530350928023"":4,""530670113002"":4,""530770011002"":4,""530419720003"":4,""530770034001"":4,""530419720004"":4,""530670122213"":4,""530050107051"":4,""530770028011"":4,""530530703093"":4,""530210201004"":4,""530419719002"":4,""530459605003"":4,""530050108111"":4,""530539400112"":4,""530770017011"":4,""530530719022"":4,""530670119004"":4,""530670122212"":4,""530530725041"":4,""530530723093"":4,""530539400062"":4,""530670123302"":4,""530530614003"":4,""530770016012"":4,""530530606004"":4,""530670125202"":4,""530770030021"":4,""530530604003"":4,""530770032001"":4,""530459605004"":4,""530330012005"":4,""530770032002"":4,""530530615004"":4,""530419720002"":4,""530530724101"":4,""530770028013"":4,""530670124122"":4,""530530610013"":4,""530770009014"":4,""530050101002"":4,""530670118102"":4,""530530730013"":4,""530419701001"":4,""530530611004"":4}",,"{""US"":266}",115018,35.0,"{""<5"":23,""5-10"":111,""11-20"":73,""21-60"":166,""61-120"":90,""121-240"":68,"">240"":42}",{},"{""Starbucks"":29,""Safeway"":26,""Chevron"":25,""Costco Wholesale Corp."":22,""Fred Meyer"":19,""76"":19,""Shell Oil"":19,""McDonald's"":18,""Safeway Fuel Station"":17,""Safeway Pharmacy"":14,""The Home Depot"":13,""Dairy Queen"":13,""Target"":12,""ARCO"":12,""Fred Meyer Jewelers"":11,""Walmart"":11,""Subway"":11,""Goodwill Industries"":10,""Dick's Sporting Goods"":10,""Taco Bell"":9}","[11,11,10,11,7,7,15,50,114,145,154,174,165,143,101,79,23,9,7,13,8,8,12,13]","{""Monday"":46,""Tuesday"":9,""Wednesday"":18,""Thursday"":16,""Friday"":155,""Saturday"":184,""Sunday"":145}","{""android"":107,""ios"":176}",,,,,,,,,,,,,,,
94681,,sg:af471021a929414cbf69854e6f8f1b0c,White Pass Ski Area,48935 U.s. 12,Naches,WA,98937,,,2018-01-01T00:00:00-08:00,2018-02-01T00:00:00-08:00,969,363,"[43,2,7,2,10,58,48,4,5,20,20,37,88,94,43,8,8,6,27,57,58,31,19,16,13,59,93,40,15,18,20]",530419720003,"{""530670117102"":10,""530770034001"":7,""530150009003"":6,""530770008001"":6,""530050108033"":6,""530459613002"":6,""530530728001"":6,""350579632021"":6,""530419720003"":6,""530530606001"":5,""530670119004"":5,""530350810003"":4,""530530724101"":4,""530770009011"":4,""530670112002"":4,""530330256021"":4,""530670118212"":4,""530530723094"":4,""530050117005"":4,""530770028023"":4,""530250114023"":4,""530770030023"":4,""530770003001"":4,""530670109101"":4,""530419717001"":4,""350010002081"":4,""530150020021"":4,""530670116232"":4,""530150008005"":4,""530670106001"":4,""530770006001"":4,""530110401013"":4,""530670118213"":4,""530670119003"":4,""530110403012"":4,""530330298026"":4,""530050114024"":4,""530770021021"":4,""530770022004"":4,""530670127303"":4,""530770021022"":4,""530330277013"":4,""530150020023"":4,""530670107001"":4,""530050118003"":4,""530050115042"":4,""530770028012"":4,""530770016021"":4,""530670101004"":4,""530670116212"":4,""530530610013"":4,""530050108111"":4,""530770031003"":4,""530670123104"":4,""530110404073"":4,""530770028022"":4,""530419706002"":4,""530530731131"":4,""530670109102"":4,""530670120002"":4,""530770004004"":4,""530670113002"":4,""530530714032"":4,""530670107003"":4,""530050117001"":4,""530770011003"":4,""530770016012"":4,""530150008006"":4,""530019503002"":4,""530050107033"":4,""530670103003"":4,""530770030012"":4,""530670103001"":4,""530350922001"":4,""530110402014"":4,""530530723072"":4,""530459606001"":4,""530770012022"":4,""530770032003"":4,""410579601001"":4,""530050107071"":4,""410079505003"":4,""530770030022"":4,""530050104002"":4}","{""530530728001"":7,""530770005002"":7,""530770028023"":6,""530770031001"":5,""530670119003"":5,""530150020012"":5,""530459613002"":5,""530050109014"":4,""530670114201"":4,""530530606001"":4,""530050117005"":4,""530670118102"":4,""530530717032"":4,""530050108054"":4,""530770031003"":4,""530110401021"":4,""110010047021"":4,""530670116212"":4,""530530610013"":4,""530050107052"":4,""530050115042"":4,""530399501001"":4,""530770028012"":4,""410510057002"":4,""530150020024"":4,""530330053011"":4,""530530731191"":4,""530050107053"":4,""530050118003"":4,""530530724102"":4,""530270005004"":4,""530150020021"":4,""530670126205"":4,""530770009021"":4,""530770012022"":4,""410579601001"":4,""530050107033"":4,""530530731131"":4,""530330308013"":4,""530330298026"":4,""530670127303"":4,""530110402014"":4,""530770008001"":4,""530350810003"":4,""530770008003"":4,""530779400013"":4,""530210206062"":4,""530770028022"":4,""530770001002"":4,""530050115031"":4,""530670118211"":4,""530330277013"":4,""530670118212"":4,""530459603002"":4,""530670126103"":4,""530150020023"":4,""530150020022"":4,""530150008005"":4,""530770032002"":4,""530050107071"":4,""530670124113"":4,""410079505003"":4,""530770030022"":4,""530530734073"":4,""530670117102"":4,""530670108001"":4,""481130079023"":4,""530179507002"":4,""530770028013"":4,""530050108033"":4,""530670124112"":4,""530670101004"":4,""530530723101"":4,""530530724101"":4,""530770009011"":4}","{""530150003001"":7,""530530613001"":5,""530670108005"":5,""530330086003"":4,""530530731181"":4,""530670119005"":4,""530530731131"":4,""530530724063"":4,""530670119003"":4,""410510045001"":4,""530670106003"":4,""530770009022"":4,""530770028022"":4,""530050101002"":4,""530399501001"":4,""530110402014"":4,""530530724062"":4,""530530714082"":4,""530050109014"":4,""530050105002"":4,""530770010003"":4,""530150007021"":4,""530770032001"":4,""530770012021"":4,""530770003001"":4,""530770007003"":4,""530770013002"":4,""530050117002"":4,""530379756001"":4,""530670119004"":4,""410599508001"":4,""530530723085"":4,""530150020012"":4,""530350802001"":4,""530770022001"":4,""530670104001"":4,""530150021002"":4,""530050102021"":4,""530530615001"":4}","{""US"":362}",120489,51.0,"{""<5"":26,""5-20"":218,""21-60"":284,""61-240"":286,"">240"":155}","{""McDonald's"":14,""Fred Meyer"":8,""Fitness 19"":7,""Dollar Tree"":6}","{""Starbucks"":31,""Chevron"":28,""Costco Wholesale Corp."":25,""McDonald's"":23,""Fred Meyer"":22,""Safeway"":21,""Shell Oil"":18,""76"":15,""Subway"":14,""Fred Meyer Jewelers"":14,""Safeway Fuel Station"":14,""ARCO"":13,""The Home Depot"":12,""Dairy Queen"":12,""Simon mall"":11,""Safeway Pharmacy"":10,""Red Robin Gourmet Burgers"":10,""Taco Bell"":10,""Dutch Bros Coffee"":10,""Goodwill Industries"":10}","[80,79,77,76,73,72,82,133,246,264,238,278,297,257,232,178,116,100,93,84,87,89,83,79]","{""Monday"":136,""Tuesday"":52,""Wednesday"":71,""Thursday"":41,""Friday"":133,""Saturday"":296,""Sunday"":240}","{""android"":120,""ios"":248}",,,,,,,,,,,,,,,
128545,,sg:af471021a929414cbf69854e6f8f1b0c,White Pass Ski Area,48935 U.s. 12,Naches,WA,98937,,,2018-02-01T00:00:00-08:00,2018-03-01T00:00:00-08:00,916,371,"[15,12,33,4,7,6,10,10,14,103,63,12,6,5,21,68,60,68,78,46,35,38,42,59,53,19,17,12]",530419720003,"{""530530724051"":10,""530530724063"":7,""530670113002"":7,""530330028004"":5,""530419720003"":5,""530770028023"":5,""060819843001"":5,""530770030022"":5,""530530725062"":5,""530419715001"":5,""530670119004"":5,""530139602001"":4,""530419716003"":4,""530270013003"":4,""530459612003"":4,""530770016021"":4,""530530733022"":4,""530770028012"":4,""530110405082"":4,""530770015011"":4,""530670114202"":4,""530670114203"":4,""530670119003"":4,""530530610013"":4,""530530725053"":4,""530670103003"":4,""530050107054"":4,""530330303132"":4,""530770016023"":4,""530459613002"":4,""530050108102"":4,""530530724101"":4,""530330041006"":4,""530670101002"":4,""530330291012"":4,""530770016011"":4,""530530731261"":4,""530050108033"":4,""530330001003"":4,""530539400091"":4,""530530606004"":4,""530610521082"":4,""530150008001"":4,""060014236012"":4,""530499505002"":4,""530419719002"":4,""530770008003"":4,""530330092002"":4,""530250109021"":4,""530770032002"":4,""530330074011"":4,""530530723113"":4,""530530732004"":4,""530399501001"":4,""530050115042"":4,""530050107012"":4,""530150020023"":4,""530530731181"":4,""530530609055"":4,""530330100021"":4,""530530724102"":4,""530250110004"":4,""530330322112"":4,""530779400032"":4,""530770030012"":4,""530579521002"":4,""530670120001"":4,""530419711003"":4,""530050117004"":4,""410670314041"":4,""530670107003"":4,""530770016025"":4,""530330064003"":4,""530150020021"":4,""530670119001"":4,""530670117102"":4,""150070401041"":4,""530330051002"":4,""530670126104"":4,""530530609061"":4,""530530731211"":4,""530379753002"":4}","{""530150020021"":12,""530530724051"":8,""530670117102"":7,""530670106001"":7,""530670113002"":6,""530670126103"":6,""530770031003"":5,""530770012021"":5,""530110424002"":5,""530770005002"":5,""530530703131"":4,""530770012022"":4,""530610521072"":4,""530770011003"":4,""530670119001"":4,""530670121003"":4,""530670127202"":4,""530770028012"":4,""530350926002"":4,""530770015022"":4,""530530609043"":4,""530530725062"":4,""530050109014"":4,""530150003001"":4,""530530721112"":4,""530330053011"":4,""530530724102"":4,""530530724061"":4,""530330312053"":4,""530110405082"":4,""530670109103"":4,""530330071001"":4,""530670126104"":4,""530670108005"":4,""530210204001"":4,""530670107001"":4,""530050117004"":4,""530419720004"":4,""530630104021"":4,""530530605002"":4,""530050101001"":4,""410670326064"":4,""530530723074"":4,""530770028011"":4,""530670122222"":4,""530270016001"":4,""530770010002"":4,""530530607006"":4,""530670122221"":4,""530670106005"":4,""530770004001"":4,""530050108033"":4,""530530604002"":4,""530330314003"":4,""530530734044"":4,""530330320071"":4,""530530731191"":4,""530770028023"":4,""530539400091"":4,""530770008003"":4,""530379755001"":4,""530150020023"":4,""530210206062"":4,""530670114203"":4,""530670119003"":4,""530350927041"":4,""530419720003"":4,""530530724073"":4,""530379757003"":4,""530770032002"":4,""530530724101"":4,""530770007003"":4,""530530723081"":4,""530579408002"":4,""530670118221"":4,""530770011002"":4,""530530725053"":4,""530670103003"":4,""530770028022"":4}","{""530530725071"":5,""530670122124"":4,""530530725042"":4,""530330071001"":4,""530530724051"":4,""530530609061"":4,""530770007003"":4,""530670123301"":4,""530530725072"":4,""530770032003"":4,""530250110004"":4,""410670315111"":4,""530330284024"":4,""530770004003"":4,""530330312052"":4,""530610521182"":4,""530670110003"":4,""530770017012"":4,""530770032001"":4,""530670101001"":4,""530150020012"":4,""530530613001"":4,""530670106003"":4,""530530731242"":4,""530150003001"":4,""530350802001"":4,""530150020022"":4,""530379757003"":4,""530670104001"":4,""530770028023"":4,""530379754025"":4,""530050105002"":4,""530770028022"":4,""530530615002"":4}","{""US"":369}",119789,63.0,"{""<5"":11,""5-20"":213,""21-60"":217,""61-240"":277,"">240"":198}","{""Comfort Inn"":17,""KeyBank"":11,""Volkswagen"":8,""Toyota"":8}","{""Chevron"":28,""Safeway"":27,""Starbucks"":26,""Costco Wholesale Corp."":26,""Shell Oil"":21,""McDonald's"":19,""76"":18,""Fred Meyer"":17,""Safeway Pharmacy"":13,""Subway"":13,""Safeway Fuel Station"":12,""Target"":12,""Dairy Queen"":11,""The Home Depot"":10,""Simon mall"":10,""Fred Meyer Jewelers"":10,""ARCO"":8,""Red Robin Gourmet Burgers"":8,""Applebee's"":8,""Taco Bell"":7}","[115,117,118,116,117,117,115,147,236,278,289,294,290,257,239,185,117,102,110,106,103,108,107,109]","{""Monday"":116,""Tuesday"":75,""Wednesday"":62,""Thursday"":84,""Friday"":136,""Saturday"":255,""Sunday"":188}","{""android"":108,""ios"":261}",,,,,,,,,,,,,,,
119562,,sg:af471021a929414cbf69854e6f8f1b0c,White Pass Ski Area,48935 U.s. 12,Naches,WA,98937,,,2018-03-01T00:00:00-08:00,2018-04-01T00:00:00-07:00,863,325,"[23,36,100,42,7,11,23,15,38,85,49,7,10,16,3,17,64,36,6,11,15,9,20,48,39,8,16,14,16,22,57]",530419720003,"{""530499505002"":8,""530770032001"":7,""530770028012"":6,""530770007002"":6,""530670119005"":6,""530670124122"":6,""530670107003"":6,""530419715004"":5,""530530723082"":5,""530530607004"":5,""530770030012"":4,""530330226064"":4,""530670117201"":4,""530770030022"":4,""530530723132"":4,""530530718031"":4,""530150007021"":4,""530050120001"":4,""530770013001"":4,""481210203031"":4,""530770015011"":4,""530150004002"":4,""530419703001"":4,""530530723081"":4,""530670126103"":4,""530050105003"":4,""530530724101"":4,""530770009011"":4,""530530712103"":4,""530670118223"":4,""530610527051"":4,""530770032002"":4,""530419714002"":4,""530110404073"":4,""530670118213"":4,""530330028001"":4,""530670119003"":4,""530670107002"":4,""530530603001"":4,""530530723072"":4,""530670118101"":4,""060552003022"":4,""530050108102"":4,""530530606004"":4,""410510004011"":4,""530770017021"":4,""530419720002"":4,""530670123201"":4,""530330221013"":4,""530419701001"":4,""530770010001"":4,""530459613002"":4,""530770030023"":4,""530770016024"":4,""530530731133"":4,""530419720003"":4,""530610420041"":4,""530419711002"":4,""530459609004"":4,""530630140012"":4,""530530731251"":4,""530530724051"":4,""530670117202"":4,""530050114025"":4,""530050102011"":4,""530530731212"":4,""530330265002"":4,""530419702002"":4,""530770005002"":4,""530330323181"":4,""530270013001"":4,""530610520034"":4,""530770016025"":4,""530150020021"":4,""530670124121"":4}","{""530419718003"":7,""530530724101"":7,""530419701001"":7,""530419720003"":6,""530530606004"":5,""530419719001"":5,""530379757003"":4,""530770032002"":4,""530530701004"":4,""530670114201"":4,""530530723072"":4,""530530731131"":4,""530459613002"":4,""530530611003"":4,""530279400001"":4,""530670121001"":4,""530770017021"":4,""530350913023"":4,""530770015022"":4,""530770014001"":4,""530770011002"":4,""530670113001"":4,""530770028023"":4,""530530712103"":4,""410510046021"":4,""530050108033"":4,""530050108052"":4,""530670123104"":4,""530530626001"":4,""530610520034"":4,""480850316582"":4,""530150012002"":4,""530770001002"":4,""530670124111"":4,""530670122124"":4,""530770028022"":4,""530050115031"":4,""530419702002"":4,""530330323181"":4,""410510057002"":4,""530670119001"":4,""530670117102"":4,""530770005002"":4,""530530731133"":4,""530779400041"":4,""530330303083"":4,""530050108102"":4,""410510065011"":4,""530610526054"":4,""530770028012"":4,""530419718002"":4,""530670126103"":4,""410510101003"":4,""530670119005"":4,""530770028021"":4,""530770002001"":4,""530670110003"":4,""530399501001"":4,""530530609061"":4,""530670107003"":4,""530770016025"":4,""530150004002"":4,""530419703001"":4,""530419713003"":4,""481210203031"":4,""530330305011"":4,""530530626002"":4,""530050107012"":4,""530530731251"":4,""530670101003"":4,""530670117202"":4}","{""325100005012"":8,""530530734041"":8,""410510045001"":6,""530530615002"":6,""130830403002"":4,""530419710002"":4,""530670117102"":4,""530530731211"":4,""530770004003"":4,""410079503001"":4,""530670110003"":4,""530530613001"":4,""530210201001"":4,""530530724062"":4,""530050109014"":4,""530530731131"":4,""530279400001"":4,""530670106003"":4,""530779400041"":4,""530530725042"":4,""530670124111"":4,""530670107003"":4,""530770002003"":4,""530419720002"":4,""530670123101"":4,""530530734063"":4,""530079608024"":4,""530150004001"":4,""530150003001"":4,""530770028021"":4,""530770011002"":4}","{""US"":309}",119423,55.0,"{""<5"":5,""5-20"":200,""21-60"":243,""61-240"":251,"">240"":164}",{},"{""Starbucks"":29,""Costco Wholesale Corp."":29,""Chevron"":29,""Safeway"":26,""Shell Oil"":24,""McDonald's"":20,""Fred Meyer"":19,""76"":14,""Walmart"":14,""The Home Depot"":13,""Target"":12,""Safeway Fuel Station"":12,""Subway"":12,""Taco Bell"":11,""Dairy Queen"":11,""Fred Meyer Jewelers"":11,""Simon mall"":11,""ARCO"":10,""Dick's Sporting Goods"":9,""Safeway Pharmacy"":8}","[66,65,62,62,61,57,61,102,213,232,240,251,269,247,238,201,142,72,76,76,74,72,74,66]","{""Monday"":28,""Tuesday"":48,""Wednesday"":68,""Thursday"":66,""Friday"":133,""Saturday"":354,""Sunday"":166}","{""android"":118,""ios"":207}",,,,,,,,,,,,,,,
143458,,sg:af471021a929414cbf69854e6f8f1b0c,White Pass Ski Area,48935 U.s. 12,Naches,WA,98937,,,2018-04-01T00:00:00-07:00,2018-05-01T00:00:00-07:00,479,180,"[19,24,27,35,16,31,25,17,4,7,6,8,5,34,32,2,6,6,6,12,55,26,2,0,0,0,3,32,38,1]",530419720003,"{""530770030022"":8,""530770028012"":5,""530670108001"":4,""530770032001"":4,""530770019021"":4,""530530730062"":4,""530770028021"":4,""530350912032"":4,""530419720003"":4,""530350917002"":4,""530210206013"":4,""530779400032"":4,""530770030012"":4,""530330236011"":4,""530250104002"":4,""530419702001"":4,""530150017005"":4,""530530723091"":4,""530419704002"":4,""530670101004"":4,""530770032003"":4,""530330327026"":4,""530530731191"":4,""530670124121"":4,""530079612001"":4,""530670116212"":4,""530770021011"":4,""530419720004"":4,""530530606006"":4,""530670117101"":4,""484230014031"":4,""530770011004"":4,""530670122112"":4,""530670126103"":4,""530210202003"":4,""530419713003"":4,""530770028011"":4,""530210206061"":4,""530770032002"":4,""530050110016"":4,""530530605001"":4,""530670107003"":4,""530530731172"":4,""530050108133"":4,""530270002005"":4}","{""530770032002"":5,""530050108101"":5,""530419720003"":5,""530150017005"":5,""060371341042"":4,""530770021011"":4,""530770028011"":4,""530210206061"":4,""530770012022"":4,""530770019021"":4,""530670101004"":4,""530530714082"":4,""530330301007"":4,""530670116221"":4,""530530724101"":4,""530770028012"":4,""530050101002"":4,""530079612001"":4,""530770014001"":4,""530770030022"":4,""530670122124"":4,""530779400031"":4,""530530703122"":4,""530419720004"":4,""530150008001"":4,""530419704002"":4,""530459613001"":4,""530670119004"":4,""530670126103"":4,""530210202003"":4,""530250104002"":4,""530050108133"":4,""530770012021"":4}","{""530670124111"":6,""530530731131"":6,""530670122222"":5,""530670104001"":4,""484230019051"":4,""530110413131"":4,""530770010003"":4,""530670114202"":4,""530770015011"":4,""530770028012"":4,""530770007004"":4,""530770001002"":4,""530050109014"":4,""530050102021"":4,""530770009022"":4,""530770022001"":4}","{""US"":163}",109997,59.0,"{""<5"":1,""5-20"":112,""21-60"":130,""61-240"":144,"">240"":92}",{},"{""Costco Wholesale Corp."":33,""Safeway"":27,""Chevron"":26,""Starbucks"":25,""McDonald's"":23,""Walmart"":21,""Shell Oil"":20,""ARCO"":19,""Dairy Queen"":19,""Subway"":15,""The Home Depot"":14,""Fred Meyer"":12,""Simon mall"":11,""76"":11,""Safeway Fuel Station"":11,""Fred Meyer Jewelers"":10,""Taco Bell"":10,""Target"":10,""Dick's Sporting Goods"":9,""Lowe's"":9}","[30,29,28,28,26,25,29,50,123,143,160,163,165,152,137,112,65,28,27,25,29,25,28,28]","{""Monday"":33,""Tuesday"":40,""Wednesday"":47,""Thursday"":30,""Friday"":51,""Saturday"":146,""Sunday"":132}","{""android"":88,""ios"":93}",,,,,,,,,,,,,,,
168211,,sg:af471021a929414cbf69854e6f8f1b0c,White Pass Ski Area,48935 U.s. 12,Naches,WA,98937,,,2018-11-01T00:00:00-07:00,2018-12-01T00:00:00-08:00,76,41,"[1,2,1,0,1,0,1,2,2,4,1,1,0,1,5,1,4,1,1,0,1,3,17,14,5,2,0,1,0,4]",530419720003,"{""530670127301"":5,""530419720003"":4,""410459706004"":4,""530670125101"":4,""530050107012"":4,""530050108033"":4,""530670120002"":4,""530770029004"":4,""530670118221"":4,""410510104091"":4}","{""530050108033"":6,""530459610003"":4,""530330320112"":4,""530050107032"":4,""530419708004"":4,""530419720003"":4}","{""530419708004"":4,""530270005001"":4,""530459610003"":4,""530770031001"":4,""530379754013"":4,""530459607002"":4,""530330320055"":4}","{""US"":42}",125396,56.0,"{""<5"":1,""5-20"":20,""21-60"":19,""61-240"":21,"">240"":15}","{""Ace Hardware"":25}","{""Chevron"":41,""Safeway"":31,""Walmart"":28,""Shell Oil"":26,""McDonald's"":26,""Fred Meyer Jewelers"":24,""Taco Bell"":20,""Starbucks"":19,""Fred Meyer"":19,""76"":19,""Safeway Fuel Station"":14,""Dutch Bros Coffee"":14,""The Home Depot"":13,""Dairy Queen"":13,""BigFoot Java"":12,""Ace Hardware"":11,""ARCO"":11,""Jack in the Box"":11,""Papa Murphy's"":9,""Carl's Jr."":9}","[10,10,9,8,9,11,11,16,17,18,17,14,14,12,15,13,4,10,10,11,10,9,11,10]","{""Monday"":5,""Tuesday"":0,""Wednesday"":4,""Thursday"":11,""Friday"":26,""Saturday"":23,""Sunday"":7}","{""android"":19,""ios"":19}",,,,,,,,,,,,,,,
